code_element,page_type,page_name,rev_1,rev_2,rev_SHA_1,rev_timestamp_1,rev_SHA_2,rev_timestamp_2,doc_SHA,doc_timestamp,doc_link,source_link
--noauth_local_webserver,repo,README.md,2,2,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/video_uploader.py#L36
CLI,repo,README.md,1,1,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/upload_videos.py#L21
CSV,repo,README.md,9,9,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/upload_videos.py#L16
DCM,repo,README.md,40,40,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/video_uploader.py#L17
ID,repo,README.md,26,26,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/video_uploader.py#L131
URL,repo,README.md,12,12,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/video_uploader.py#L228
ZIP,repo,README.md,9,9,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/video_uploader.py#L319
advertiser_id,repo,README.md,7,7,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/video_uploader.py#L146
campaign_id,repo,README.md,7,7,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/video_uploader.py#L146
client_secrets,repo,README.md,3,3,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/video_uploader.py#L32
creatives_list,repo,README.md,4,4,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/upload_videos.py#L85
failure_file,repo,README.md,4,4,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/upload_videos.py#L95
getting_started,repo,README.md,2,2,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/video_uploader.py#L34
placement_id,repo,README.md,10,10,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/video_uploader.py#L146
profile_id,repo,README.md,4,4,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/upload_videos.py#L68
success_file,repo,README.md,4,4,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/upload_videos.py#L91
upload_videos.py,repo,README.md,1,1,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,code_element is a file name
video_uploader,repo,README.md,4,4,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,88caf4e762ef04fcc96a7819150d51ccb16d9ca3,1526993738,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/README.md,https://github.com/google/dcm-video-uploader/blob/88caf4e762ef04fcc96a7819150d51ccb16d9ca3/upload_videos.py#L48
